cluster_postcode,entity_1_kvk,entity_1_name,entity_1_insolvency,entity_1_bankruptcy_date,entity_2_kvk,entity_2_name,entity_2_insolvency,entity_2_bankruptcy_date,shared_sbi_codes,signals,name_similarity
3436ZZ,70362726,Ontzorgd Wonen Groep B.V.,F.16/21/262,2021-11-30,65064305,Ontzorgd Wonen B.V.,F.16/22/62,2022-03-21,,same_postcode;name_sim_0.82,0.82
3436ZZ,51840952,European Care Residence and Hotel Sibelius B.V.,F.16/22/1,2022-01-05,58525602,European Care Residence and Hotel De Statenhof B.V.,F.16/22/65,2022-03-23,,same_postcode;name_sim_0.82,0.82
3436ZZ,51840952,European Care Residence and Hotel Sibelius B.V.,F.16/22/1,2022-01-05,51770199,European Care Residence and Hotel Kening State B.V.,F.16/22/70,2022-03-23,,same_postcode;name_sim_0.82,0.82
3436ZZ,30178524,European Care Residence and Hotel De Keizershof B.V.,F.16/22/69,2022-03-23,51770199,European Care Residence and Hotel Kening State B.V.,F.16/22/70,2022-03-23,,same_postcode;name_sim_0.82,0.82
2991VH,51762277,Energie M&S B.V.,F.10/22/5,2022-01-12,51761734,Energie I&V B.V.,F.10/21/225,2021-12-06,,same_postcode;name_sim_0.82,0.82
7559SW,01122291,Solinox Fabriekswinkel Leeuwarden B.V.,F.08/23/27,2023-02-08,12066966,Solinox Fabriekswinkel Venlo B.V.,F.08/23/30,2023-02-08,,same_postcode;name_sim_0.82,0.82
5406XP,17034236,The Line Fashion B.V.,F.01/12/57,2012-01-18,17225998,The Circle Fashion B.V.,F.01/12/58,2012-01-18,,same_postcode;name_sim_0.82,0.82
4338PR,22061158,Klaver Vier B.V.,F.02/20/41,2020-02-12,20161627,Klaver Vijf B.V.,F.02/20/54,2020-02-12,,same_postcode;name_sim_0.82,0.82
5708JZ,67264298,Atlas Technologies B.V.,F.01/23/22,2023-01-27,67255612,Atlas Technologies Holding B.V.,F.01/23/72,2023-04-03,,same_postcode;name_sim_0.82,0.82
5231DC,77598733,Certitudo Bunnik Campus I C.V.,F.01/23/295,2023-10-11,77539974,Certitudo Bunnik Campus Holding B.V.,F.01/23/294,2023-10-10,,same_postcode;name_sim_0.82,0.82
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,66931428,Certitudo Property XVIII B.V.,F.01/23/354,2023-11-14,,same_postcode;name_sim_0.82,0.82
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,71166572,Certitudo Property XXXVI B.V.,F.01/23/393,2023-12-20,,same_postcode;name_sim_0.82,0.82
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,70299323,Certitudo Property XXXII B.V.,F.01/24/63,2024-01-31,,same_postcode;name_sim_0.82,0.82
5231DC,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,33179703,Certitudo Property XL B.V.,F.01/24/18,2024-01-10,,same_postcode;name_sim_0.82,0.82
3087BD,88707903,David Management Advies B.V.,F.10/23/369,2023-11-08,88708543,David Management Materieel B.V.,F.10/23/370,2023-11-08,,same_postcode;name_sim_0.82,0.82
3087BD,88707903,David Management Advies B.V.,F.10/23/369,2023-11-08,85972916,David Management B.V.,F.10/23/361,2023-11-08,,same_postcode;name_sim_0.82,0.82
8911AD,51663767,CU Holding B.V.,F.18/23/210,2023-12-29,73396389,JCDA Holding B.V.,F.18/23/205,2023-12-29,,same_postcode;name_sim_0.82,0.82
1077ZX,69179123,Yieldr Demand Intelligence Holding B.V.,F.13/19/211,2019-07-03,73199826,Yieldr Demand Intelligence UK Limited,F.13/19/216,2019-07-03,,same_postcode;name_sim_0.82,0.82
2811ER,80033938,Fietslease Holland B.V.,F.09/24/139,2024-04-17,80034349,Fietslease Holland Finance B.V.,F.09/24/140,2024-04-17,,same_postcode;name_sim_0.82,0.82
3704GS,61075655,Made4eyes B.V.,F.16/24/422,2024-09-12,66114004,Made4Eyes USA B.V.,F.16/24/426,2024-09-12,,same_postcode;name_sim_0.82,0.82
1014AS,69398208,Boxx Opslagverhuur Amsterdam Sloterdijk B.V.,F.13/24/212,2024-06-03,64889467,Boxx Opslagverhuur Amsterdam WFC B.V.,F.13/24/230,2024-06-06,68203,same_postcode;shared_sbi;name_sim_0.82,0.82
6861WJ,83620516,Warm Hart Zorghuizen B.V.,F.05/24/189,2024-05-02,83618546,Warm Hart Zorg B.V.,F.05/24/187,2024-05-02,"86942,87100,87301",same_postcode;shared_sbi;name_sim_0.82,0.82
3732HS,78724244,De Zorg van Toen B.V.,F.16/24/332,2024-07-12,87683814,De Horeca van Toen B.V.,F.16/24/346,2024-07-22,,same_postcode;name_sim_0.82,0.82
2993LV,53846753,Flinter Rose N.V.,F.10/16/560,2016-11-10,53843967,Flinter Tide N.V.,F.10/16/662,2016-12-16,,same_postcode;name_sim_0.82,0.82
2993LV,24494308,Flinter America N.V.,F.10/16/558,2016-11-10,53982770,Flinter Trader N.V.,F.10/16/661,2016-12-16,,same_postcode;name_sim_0.82,0.82
7559SC,75812770,Koolen Industries Solar Group B.V.,F.05/24/368,2024-09-05,83248862,Koolen Industries Products Group B.V.,F.08/24/302,2024-09-23,,same_postcode;name_sim_0.82,0.82
1165MS,68552696,Otravo Tussenholding B.V.,F.13/22/284,2022-12-22,59366672,Otravo Holding B.V.,F.13/22/283,2022-12-22,,same_postcode;name_sim_0.82,0.82
5836AD,90532996,General Protection Vanguard B.V.,F.01/24/464,2024-12-04,90532902,General Provide Vanguard B.V.,F.01/24/463,2024-12-04,,same_postcode;name_sim_0.82,0.82
9727DW,62740113,Soly NL SSC B.V.,F.18/25/337,2025-11-26,61813257,Soly NL B2C B.V.,F.18/25/342,2025-12-02,,same_postcode;name_sim_0.82,0.82
7943PG,85298603,AMSLOD XIX B.V.,F.18/25/16,2025-01-08,85297275,AMSLOD XVIII B.V.,F.18/25/15,2025-01-08,,same_postcode;name_sim_0.82,0.82
7943PG,71510249,Amslod I B.V.,F.18/25/1,2025-01-08,82135770,AMSLOD XV B.V.,F.18/25/12,2025-01-08,,same_postcode;name_sim_0.82,0.82
7943PG,82133980,AMSLOD XIV B.V.,F.18/25/11,2025-01-08,85297275,AMSLOD XVIII B.V.,F.18/25/15,2025-01-08,,same_postcode;name_sim_0.82,0.82
7943PG,78130646,AMSLOD X B.V.,F.18/25/7,2025-01-08,74298283,AMSLOD VI B.V.,F.18/25/3,2025-01-08,,same_postcode;name_sim_0.82,0.82
7943PG,78130646,AMSLOD X B.V.,F.18/25/7,2025-01-08,73990388,AMSLOD IV B.V.,F.18/25/35,2025-01-10,,same_postcode;name_sim_0.82,0.82
7943PG,78317843,AMSLOD XI B.V.,F.18/25/8,2025-01-08,74298348,AMSLOD V B.V.,F.18/25/2,2025-01-08,,same_postcode;name_sim_0.82,0.82
7943PG,77953479,AMSLOD IX B.V.,F.18/25/6,2025-01-08,74298348,AMSLOD V B.V.,F.18/25/2,2025-01-08,,same_postcode;name_sim_0.82,0.82
4207HA,24341082,Tripticom ICT B.V.,F.10/24/505,2025-01-02,24341089,Tripticom B.V.,F.10/25/109,2025-03-26,,same_postcode;name_sim_0.82,0.82
1072SB,58495916,Five Finance Recruitment Netherlands B.V.,F.13/25/46,2025-02-12,56669623,Four Life Sciences Recruitment Netherlands B.V.,F.13/25/47,2025-02-12,78100,same_postcode;shared_sbi;name_sim_0.82,0.82
4921SV,69546592,Colour Capsicum H B.V.,F.09/22/260,2022-12-01,69828652,Colour Capsicum v.o.f.,F.09/22/279,2022-12-08,,same_postcode;name_sim_0.82,0.82
4921SV,69828652,Colour Capsicum v.o.f.,F.09/22/279,2022-12-08,69546606,Colour Capsicum K B.V.,F.09/22/261,2022-12-01,,same_postcode;name_sim_0.82,0.82
4921SV,69828652,Colour Capsicum v.o.f.,F.09/22/279,2022-12-08,69546584,Colour Capsicum R B.V.,F.09/22/258,2022-12-01,,same_postcode;name_sim_0.82,0.82
5653LC,67948340,Acuut Zorggroep Venlo B.V.,F.01/22/23,2022-02-02,61667188,Acuut Zorggroep Helmond B.V.,F.01/22/21,2022-02-02,,same_postcode;name_sim_0.82,0.82
2628XK,27245380,Mapper Lithography B.V.,F.09/18/436,2018-12-28,27189486,Mapper Lithography Holding B.V.,F.09/19/1,2019-01-04,,same_postcode;name_sim_0.82,0.82
5101BB,85176435,SULTA Staffing Netherlands B.V.,F.02/25/262,2025-09-10,92296866,SULTA Holding Netherlands B.V.,F.02/25/267,2025-09-17,,same_postcode;name_sim_0.82,0.82
5473TC,78239907,Blijf Werkt B.V.,F.01/24/228,2024-06-12,78235227,Blijf Leert B.V.,F.01/24/231,2024-06-12,,same_postcode;name_sim_0.82,0.82
7511ER,70438986,Stanislaus Brewskovitch Holding B.V.,F.08/25/346,2025-12-31,90229886,Stanislaus Brewskovitch Events B.V.,F.08/25/348,2025-12-31,,same_postcode;name_sim_0.82,0.82
6199AG,13017333,Penders Voetzorg B.V.,F.03/23/29,2023-03-07,64099237,Penders Voetzorg Retail B.V.,F.03/23/28,2023-03-07,,same_postcode;name_sim_0.82,0.82
3111PE,04021242,M. Dirkzwager Groothandel Holding B.V.,F.02/16/345,2016-07-14,05054866,M. Dirkzwager Productie Holding B.V.,F.02/16/346,2016-07-14,,same_postcode;name_sim_0.81,0.81
3436ZZ,51840952,European Care Residence and Hotel Sibelius B.V.,F.16/22/1,2022-01-05,30176198,European Care Residence and Hotel Boldershof B.V.,F.16/22/66,2022-03-23,,same_postcode;name_sim_0.81,0.81
3436ZZ,58525602,European Care Residence and Hotel De Statenhof B.V.,F.16/22/65,2022-03-23,58842039,European Care Residence and Hotel Solace B.V.,F.16/22/68,2022-03-23,,same_postcode;name_sim_0.81,0.81
3762ER,32137006,KantoorExpert B.V.,F.16/22/116,2022-05-06,32117701,KantoorExpert Groep B.V.,F.16/22/133,2022-05-20,,same_postcode;name_sim_0.81,0.81
3447GV,30137899,BMA Nederland B.V.,F.16/12/206,2012-04-05,30141335,BMA Groep Nederland B.V.,F.16/12/204,2012-04-05,,same_postcode;name_sim_0.81,0.81
1261GA,02033805,Van der Molen Haren B.V.,F.18/13/465,2013-12-30,02033804,Van der Molen Groningen B.V.,F.18/13/464,2013-12-30,,same_postcode;name_sim_0.81,0.81
2132WT,70068437,Garage Exploitatie Valet B.V.,F.13/20/58,2020-02-24,63370514,Garage Exploitatie Eindhoven B.V.,F.13/20/59,2020-02-24,,same_postcode;name_sim_0.81,0.81
2132WT,58147055,Garage Exploitatie Shuttle B.V.,F.13/20/61,2020-02-24,60810319,Garage Exploitatie Rotterdam B.V.,F.13/20/60,2020-02-24,,same_postcode;name_sim_0.81,0.81
7559SW,01122291,Solinox Fabriekswinkel Leeuwarden B.V.,F.08/23/27,2023-02-08,09176409,Solinox Fabriekswinkel Nijmegen B.V.,F.08/23/29,2023-02-08,,same_postcode;name_sim_0.81,0.81
4338PR,56580479,TCR SAN Exploitatie B.V.,F.02/20/47,2020-02-12,62019791,TCR West-Brabant Exploitatie B.V.,F.02/20/48,2020-02-12,,same_postcode;name_sim_0.81,0.81
4338PR,56580479,TCR SAN Exploitatie B.V.,F.02/20/47,2020-02-12,67324703,TCR Oost-Brabant Exploitatie B.V.,F.02/20/50,2020-02-12,,same_postcode;name_sim_0.81,0.81
3563AW,76102920,De Stadstuin Groep B.V.,F.16/25/268,2025-05-28,69097046,De Stadstuin I B.V.,F.16/25/270,2025-05-28,,same_postcode;name_sim_0.81,0.81
5231DC,13011302,Certitudo Offices B.V.,F.01/23/279,2023-10-02,69841977,Certitudo Offices II C.V.,F.01/23/355,2023-11-14,,same_postcode;name_sim_0.81,0.81
5231DC,13011302,Certitudo Offices B.V.,F.01/23/279,2023-10-02,83975411,Certitudo Offices IV C.V.,F.01/23/356,2023-11-15,,same_postcode;name_sim_0.81,0.81
5231DC,17216868,Certitudo Property Management B.V.,F.01/23/311,2023-10-16,31026333,Certitudo Property Development B.V.,F.01/23/373,2023-11-29,,same_postcode;name_sim_0.81,0.81
5231DC,68893094,Certitudo Amsterdam City I B.V.,F.01/23/351,2023-11-14,74346938,Certitudo Amsterdam City II Partner II B.V.,F.01/24/160,2024-04-17,,same_postcode;name_sim_0.81,0.81
5231DC,66931428,Certitudo Property XVIII B.V.,F.01/23/354,2023-11-14,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,,same_postcode;name_sim_0.81,0.81
5231DC,78435137,Certitudo Trinity Holding B.V.,F.01/23/395,2023-12-20,73524808,Certitudo Amsterdam City Holding B.V.,F.01/23/401,2023-12-20,,same_postcode;name_sim_0.81,0.81
6116AH,14130168,GIF Ontwikkeling B.V.,F.03/14/171,2014-05-02,12051066,1A1 Ontwikkeling B.V.,F.03/14/173,2014-05-02,68120,same_postcode;shared_sbi;name_sim_0.81,0.81
7625SR,08197937,megahome.nl B.V.,F.08/16/302,2016-07-11,08202077,megahome.nl Bouw B.V.,F.08/16/538,2016-12-23,,same_postcode;name_sim_0.81,0.81
1014AS,67354025,Boxx Opslagverhuur Diemen B.V.,F.13/24/156,2024-04-25,88486702,Boxx Opslagverhuur Amstelveen B.V.,F.13/24/211,2024-06-03,,same_postcode;name_sim_0.81,0.81
1014AS,88408183,Boxx Opslagverhuur Waalwijk B.V.,F.13/24/185,2024-05-21,82811431,Boxx Opslagverhuur Almere B.V.,F.13/24/203,2024-05-29,,same_postcode;name_sim_0.81,0.81
1014AS,82811431,Boxx Opslagverhuur Almere B.V.,F.13/24/203,2024-05-29,67354076,Boxx Opslagverhuur Schiedam B.V.,F.13/24/206,2024-05-29,68203,same_postcode;shared_sbi;name_sim_0.81,0.81
1014AS,82811431,Boxx Opslagverhuur Almere B.V.,F.13/24/203,2024-05-29,64889467,Boxx Opslagverhuur Amsterdam WFC B.V.,F.13/24/230,2024-06-06,68203,same_postcode;shared_sbi;name_sim_0.81,0.81
1014AS,67354076,Boxx Opslagverhuur Schiedam B.V.,F.13/24/206,2024-05-29,64889467,Boxx Opslagverhuur Amsterdam WFC B.V.,F.13/24/230,2024-06-06,68203,same_postcode;shared_sbi;name_sim_0.81,0.81
1014AS,88486702,Boxx Opslagverhuur Amstelveen B.V.,F.13/24/211,2024-06-03,67353983,Boxx Opslagverhuur Breukelen B.V.,F.13/24/221,2024-06-05,68203,same_postcode;shared_sbi;name_sim_0.81,0.81
2132PZ,53020863,Scotch & Soda Group B.V.,F.13/23/83,2023-03-21,63425092,Scotch & Soda B.V.,F.13/23/87,2023-03-22,,same_postcode;name_sim_0.81,0.81
3581CW,60811676,Dionysius Beheer B.V. in liquidatie,F.16/25/116,2025-03-12,90410254,Dionysius Investments B.V. in liquidatie,F.16/25/117,2025-03-12,,same_postcode;name_sim_0.81,0.81
7325DZ,72947225,Comfort Projectontwikkeling B.V.,F.05/23/208,2023-06-26,86478826,Comfort Projectontwikkeling Geldermalsen B.V.,F.05/23/304,2023-08-28,,same_postcode;name_sim_0.81,0.81
2993LV,52049957,Flinter Aland N.V.,F.10/16/660,2016-12-16,53982770,Flinter Trader N.V.,F.10/16/661,2016-12-16,,same_postcode;name_sim_0.81,0.81
7559SC,83324542,Koolen Industries Products Engineering B.V.,F.08/24/308,2024-09-23,83324526,Koolen Industries Products B.V.,F.08/24/304,2024-09-23,,same_postcode;name_sim_0.81,0.81
1165MS,65328655,Otravo Topholding B.V.,F.13/22/276,2022-12-20,68552696,Otravo Tussenholding B.V.,F.13/22/284,2022-12-22,,same_postcode;name_sim_0.81,0.81
3197LE,24221450,Hooymeijer Warehousing & Customs B.V.,F.10/24/500,2024-12-25,86228749,Hooymeijer Warehousing B.V.,F.10/24/501,2024-12-25,,same_postcode;name_sim_0.81,0.81
1070EB,69177023,The Avocado Show Holding B.V.,F.13/24/283,2024-07-17,70838100,The Avocado Show Franchising B.V.,F.13/24/311,2024-07-23,,same_postcode;name_sim_0.81,0.81
1093NE,34125790,Interface Media B.V.,F.13/24/118,2024-03-27,34125789,Interface Media Beheer B.V.,F.13/24/119,2024-03-27,,same_postcode;name_sim_0.81,0.81
3584BN,51953803,Weststaete Hypo Fund B.V.,F.16/15/432,2015-05-28,53541294,Weststaete Spread Fund B.V.,F.16/15/435,2015-05-28,,same_postcode;name_sim_0.81,0.81
3584BN,54623006,Weststaete Residential Fund Funding B.V.,F.16/15/439,2015-05-28,54623197,Weststaete Residential Fund Beheer B.V.,F.16/15/442,2015-05-28,"68110,68320",same_postcode;shared_sbi;name_sim_0.81,0.81
3584BN,54623006,Weststaete Residential Fund Funding B.V.,F.16/15/439,2015-05-28,55796249,Weststaete Property Fund Funding B.V.,F.16/15/445,2015-05-28,,same_postcode;name_sim_0.81,0.81
1941EJ,72313005,Reindersfoodfashion Webshop B.V.,F.15/25/51,2025-02-26,72311479,Reindersfoodfashion Store B.V.,F.15/25/52,2025-02-26,,same_postcode;name_sim_0.81,0.81
3825AL,34288207,Emergya Wind Technologies Holdings N.V.,F.16/25/137,2025-03-13,32163415,Emergya Wind Technologies Finance B.V.,F.16/25/304,2025-06-18,,same_postcode;name_sim_0.81,0.81
6981EC,09171658,Gieterij Doesburg Holding B.V.,F.05/25/320,2025-08-27,09089764,Gieterij Doesburg B.V.,F.05/25/319,2025-08-27,,same_postcode;name_sim_0.81,0.81
3417AB,71518401,Marcel van der Spek transport B.V.,F.16/26/11,2026-01-14,71509984,Marcel van der Spek groep B.V.,F.16/26/12,2026-01-14,,same_postcode;name_sim_0.81,0.81
3417AB,71518207,Marcel van der Spek logistiek B.V.,F.16/26/10,2026-01-14,71509984,Marcel van der Spek groep B.V.,F.16/26/12,2026-01-14,,same_postcode;name_sim_0.81,0.81
5705BX,85682500,Big Ass Battery Rentals B.V.,F.01/25/244,2025-09-10,85774588,Big Ass Battery Services B.V.,F.01/25/243,2025-09-10,,same_postcode;name_sim_0.81,0.81
1931AP,68857683,Raak! Ibiza Store B.V.,F.15/25/328,2025-12-10,68883986,Raak! Web Store B.V.,F.15/25/325,2025-12-10,,same_postcode;name_sim_0.81,0.81
9712NZ,02037258,Smid en Hollander Service B.V.,F.18/05/57,2005-03-03,34198839,Smid en Hollander Amsterdam B.V.,F.18/05/88,2005-03-24,,same_postcode;name_sim_0.81,0.81
9712NZ,02060546,Esha Civil Contracting B.V.,F.18/05/54,2005-03-03,24162632,Esha Building Contracting B.V.,F.18/05/251,2005-09-22,,same_postcode;name_sim_0.81,0.81
6002EG,12062373,Facet Human Capital Group B.V.,F.03/13/130,2013-05-13,14068230,Facet Human Capital Holding B.V.,F.03/13/129,2013-05-13,,same_postcode;name_sim_0.81,0.81
7451CH,38019126,OAD Participaties B.V.,F.08/13/825,2013-09-26,38019123,"OAD Reizen, Participaties B.V.",F.08/13/821,2013-09-26,,same_postcode;name_sim_0.81,0.81
3436ZZ,30176198,European Care Residence and Hotel Boldershof B.V.,F.16/22/66,2022-03-23,51770199,European Care Residence and Hotel Kening State B.V.,F.16/22/70,2022-03-23,,same_postcode;name_sim_0.80,0.80
1713HS,36030297,Mulder Obdam Ontwikkeling B.V.,F.14/13/168,2013-05-02,37092897,Mulder Obdam Holding B.V.,F.14/13/181,2013-05-08,,same_postcode;name_sim_0.80,0.80
3584BA,16086364,Interprojekt Ontwikkeling B.V.,F.16/13/406,2013-04-25,16086220,Interprojekt Holding B.V.,F.16/13/713,2013-07-04,,same_postcode;name_sim_0.80,0.80
3991CH,51488647,Marli Vastgoed B.V.,F.16/21/107,2021-04-15,30173705,M.B.V. Vastgoed B.V.,F.16/21/109,2021-04-15,,same_postcode;name_sim_0.80,0.80
1119PW,70059403,Garage Exploitatie Nederland B.V.,F.13/20/100,2020-04-01,61803405,Garage Exploitatie Q2A B.V.,F.13/20/99,2020-04-01,,same_postcode;name_sim_0.80,0.80
8401BL,01109026,Timpaan Kindercentra B.V.,F.17/15/202,2015-12-23,01086692,Stichting Timpaan Kindercentra,F.17/15/203,2015-12-23,88910,same_postcode;shared_sbi;name_sim_0.80,0.80
2132WT,70059454,Garage Exploitatie A&S B.V.,F.13/20/57,2020-02-24,60810319,Garage Exploitatie Rotterdam B.V.,F.13/20/60,2020-02-24,,same_postcode;name_sim_0.80,0.80
7559SW,20140923,Solinox Fabriekswinkel Goes B.V.,F.08/23/24,2023-02-08,01122291,Solinox Fabriekswinkel Leeuwarden B.V.,F.08/23/27,2023-02-08,,same_postcode;name_sim_0.80,0.80
4704RK,20088541,ASK ROMEIN Bouw B.V.,F.02/23/84,2023-04-12,22036524,ASK ROMEIN B.V.,F.02/23/78,2023-04-12,,same_postcode;name_sim_0.80,0.80
4004KD,64738442,Factory Zero B.V.,F.05/23/153,2023-05-17,70897794,Factory Zero Works B.V.,F.05/23/151,2023-05-17,,same_postcode;name_sim_0.80,0.80
7461AG,60827416,Renolution B.V.,F.08/23/108,2023-06-21,32137482,Renolution Bouw B.V.,F.08/23/106,2023-06-21,,same_postcode;name_sim_0.80,0.80
5231DC,70260125,Certitudo Facilities III B.V.,F.01/23/263,2023-09-21,71767304,Certitudo Offices III B.V.,F.01/23/377,2023-12-06,,same_postcode;name_sim_0.80,0.80
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,,same_postcode;name_sim_0.80,0.80
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,,same_postcode;name_sim_0.80,0.80
7602PW,82675252,Twente Trading Almelo B.V.,F.08/23/180,2023-10-12,89685245,Twente Trading Materieel B.V.,F.08/25/186,2025-07-08,,same_postcode;name_sim_0.80,0.80
1066EP,63113309,OK IT B.V.,F.13/24/349,2024-08-28,55918905,OK IP B.V.,F.13/24/350,2024-08-28,,same_postcode;name_sim_0.80,0.80
6116AH,14120704,Nieuwe Borg Commercieel Vastgoed B.V.,F.03/14/277,2014-07-11,14120703,Nieuwe Borg Residentieel Vastgoed B.V.,F.03/14/275,2014-07-11,,same_postcode;name_sim_0.80,0.80
1114AN,77288114,Foodned Data B.V.,F.08/24/214,2024-07-24,77288041,Foodned Staff B.V.,F.08/24/213,2024-07-24,,same_postcode;name_sim_0.80,0.80
5803AV,14109442,Smart Level Table B.V.,F.03/24/30,2024-02-21,17223866,Smart Level System B.V.,F.03/25/156,2025-06-04,,same_postcode;name_sim_0.80,0.80
2132PZ,34260036,Scotch & Soda Export B.V.,F.13/23/86,2023-03-22,34278517,Scotch & Soda Retail B.V.,F.13/23/85,2023-03-22,,same_postcode;name_sim_0.80,0.80
3454PV,92179347,CSA Services Group B.V.,F.16/25/368,2025-07-22,61648639,CSA Services B.V.,F.01/25/282,2025-10-22,,same_postcode;name_sim_0.80,0.80
3454PV,92992781,CSA Services Delft B.V.,F.16/25/371,2025-07-22,61648639,CSA Services B.V.,F.01/25/282,2025-10-22,,same_postcode;name_sim_0.80,0.80
1322AE,39058720,E.B.R.I. Kunststoffen B.V.,F.05/23/180,2023-06-09,08062648,V.K.P. Kunststoffen B.V.,F.05/23/184,2023-06-09,,same_postcode;name_sim_0.80,0.80
7333PA,08048268,DS Kunststoffen B.V.,F.05/23/176,2023-06-09,05065362,Quintus Kunststoffen B.V.,F.05/23/183,2023-06-09,,same_postcode;name_sim_0.80,0.80
2993LV,58692746,Flinter Orcana II B.V.,F.10/16/563,2016-11-10,58692614,Flinter Gerarda II B.V.,F.10/16/562,2016-11-10,,same_postcode;name_sim_0.80,0.80
2993LV,52049957,Flinter Aland N.V.,F.10/16/660,2016-12-16,53843967,Flinter Tide N.V.,F.10/16/662,2016-12-16,,same_postcode;name_sim_0.80,0.80
7559SC,74115243,Dutch Ventus Holding B.V.,F.08/24/280,2024-09-03,74160206,Dutch Ventus IP B.V.,F.08/24/282,2024-09-03,,same_postcode;name_sim_0.80,0.80
8701PZ,90368460,Farmersdirect Technology B.V.,F.18/24/355,2024-11-27,78354684,FarmersDirect Holding B.V.,F.18/24/356,2024-11-27,,same_postcode;name_sim_0.80,0.80
1382JK,32123093,SolarClarity B.V.,F.13/24/468,2024-11-13,58289992,SolarClarity Group B.V.,F.13/24/470,2024-11-13,,same_postcode;name_sim_0.80,0.80
7943PG,85298603,AMSLOD XIX B.V.,F.18/25/16,2025-01-08,77392574,AMSLOD VII B.V.,F.18/25/4,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,85298603,AMSLOD XIX B.V.,F.18/25/16,2025-01-08,70771006,AMSLOD III B.V.,F.18/25/34,2025-01-10,,same_postcode;name_sim_0.80,0.80
7943PG,71510249,Amslod I B.V.,F.18/25/1,2025-01-08,85297275,AMSLOD XVIII B.V.,F.18/25/15,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,82133980,AMSLOD XIV B.V.,F.18/25/11,2025-01-08,77392574,AMSLOD VII B.V.,F.18/25/4,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,82133980,AMSLOD XIV B.V.,F.18/25/11,2025-01-08,70771006,AMSLOD III B.V.,F.18/25/34,2025-01-10,,same_postcode;name_sim_0.80,0.80
7943PG,82509492,AMSLOD XVI B.V.,F.18/25/13,2025-01-08,70771006,AMSLOD III B.V.,F.18/25/34,2025-01-10,,same_postcode;name_sim_0.80,0.80
7943PG,84395893,AMSLOD XVII B.V.,F.18/25/14,2025-01-08,77953479,AMSLOD IX B.V.,F.18/25/6,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,84395893,AMSLOD XVII B.V.,F.18/25/14,2025-01-08,73990388,AMSLOD IV B.V.,F.18/25/35,2025-01-10,,same_postcode;name_sim_0.80,0.80
7943PG,85297275,AMSLOD XVIII B.V.,F.18/25/15,2025-01-08,78130646,AMSLOD X B.V.,F.18/25/7,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,85297275,AMSLOD XVIII B.V.,F.18/25/15,2025-01-08,74298348,AMSLOD V B.V.,F.18/25/2,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,82135770,AMSLOD XV B.V.,F.18/25/12,2025-01-08,80992439,AMSLOD XIII B.V.,F.18/25/10,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,82135770,AMSLOD XV B.V.,F.18/25/12,2025-01-08,77952782,AMSLOD VIII B.V.,F.18/25/5,2025-01-08,,same_postcode;name_sim_0.80,0.80
7943PG,82135770,AMSLOD XV B.V.,F.18/25/12,2025-01-08,62541218,AMSLOD B.V.,F.18/25/32,2025-01-10,,same_postcode;name_sim_0.80,0.80
